store_id	store_name	city	region
S056806	Retail Accusantium	Mataram	West
S056807	Retail Occaecati	Payakumbuh	South
S056808	Retail Dicta	Pematangsiantar	West
S056809	Retail Molestiae	Palembang	North
S056810	Retail Adipisci	Surakarta	West
S056811	Retail Nihil	Bitung	North
S056812	Retail Debitis	Tarakan	North
S056813	Retail Doloribus	Kediri	Central
S056814	Retail Possimus	Jayapura	East
S056815	Retail Non	Bitung	North
S056816	Retail Possimus	Tegal	East
S056817	Retail Aspernatur	Kotamobagu	South
S056818	Retail Voluptate	Palu	East
S056819	Retail Dolorum	Bogor	Central
S056820	Retail Et	Bekasi	Central
S056821	Retail Accusamus	Ternate	South
S056822	Retail Recusandae	Metro	South
S056823	Retail Est	Bukittinggi	West
S056824	Retail Amet	Kota Administrasi Jakarta Pusat	North
S056825	Retail Ut	Bitung	North
S056826	Retail Provident	Salatiga	Central
S056827	Retail Mollitia	Subulussalam	West
S056828	Retail Deserunt	Tangerang Selatan	Central
S056829	Retail Doloremque	Pasuruan	East
S056830	Retail Illo	Kediri	Central
S056831	Retail Ab	Pekalongan	Central
S056832	Retail Laboriosam	Kota Administrasi Jakarta Pusat	Central
S056833	Retail Animi	Subulussalam	East
S056834	Retail Nemo	Pasuruan	West
S056835	Retail Odit	Payakumbuh	Central
S056836	Retail Neque	Mojokerto	West
S056837	Retail Magni	Makassar	Central
S056838	Retail Reiciendis	Sukabumi	North
S056839	Retail Molestias	Banjarmasin	Central
S056840	Retail Sapiente	Bandung	Central
S056841	Retail Pariatur	Bengkulu	South
S056842	Retail Sint	Semarang	East
S056843	Retail Nihil	Samarinda	North
S056844	Retail Voluptas	Kota Administrasi Jakarta Pusat	South
S056845	Retail Corrupti	Cilegon	West
S056846	Retail Illum	Yogyakarta	West
S056847	Retail Laudantium	Tangerang Selatan	North
S056848	Retail Dolore	Palopo	East
S056849	Retail Optio	Magelang	Central
S056850	Retail Consectetur	Bukittinggi	East
S056851	Retail Veritatis	Samarinda	South
S056852	Retail Ipsa	Binjai	East
S056853	Retail Quos	Langsa	West
S056854	Retail Laboriosam	Binjai	South
S056855	Retail Enim	Depok	West
S056856	Retail Perspiciatis	Kota Administrasi Jakarta Selatan	North
S056857	Retail Ex	Salatiga	South
S056858	Retail Recusandae	Tegal	Central
S056859	Retail Illum	Probolinggo	East
S056860	Retail Voluptatibus	Bitung	North
S056861	Retail Veritatis	Banjarmasin	East
S056862	Retail Vitae	Tanjungbalai	North
S056863	Retail Eligendi	Pangkalpinang	Central
S056864	Retail Praesentium	Binjai	South
S056865	Retail Corporis	Banda Aceh	West
S056866	Retail Cupiditate	Padang Sidempuan	North
S056867	Retail Quas	Kota Administrasi Jakarta Timur	North
S056868	Retail Delectus	Padang	East
S056869	Retail Dolores	Sorong	West
S056870	Retail Tenetur	Bekasi	West
S056871	Retail Nostrum	Sawahlunto	West
S056872	Retail Aliquid	Bitung	South
S056873	Retail Illo	Subulussalam	Central
S056874	Retail Sed	Tebingtinggi	Central
S056875	Retail Cupiditate	Madiun	East
S056876	Retail Tenetur	Bitung	West
S056877	Retail Architecto	Bitung	East
S056878	Retail Illum	Sungai Penuh	North
S056879	Retail Odio	Tangerang Selatan	North
S056880	Retail Sapiente	Pariaman	North
S056881	Retail Commodi	Samarinda	Central
S056882	Retail Atque	Kotamobagu	South
S056883	Retail Mollitia	Padang	West
S056884	Retail Nobis	Payakumbuh	North
S056885	Retail Quia	Pontianak	West
S056886	Retail Temporibus	Sungai Penuh	Central
S056887	Retail Occaecati	Probolinggo	Central
S056888	Retail Rerum	Depok	East
S056889	Retail Nobis	Banda Aceh	South
S056890	Retail Laboriosam	Balikpapan	North
S056891	Retail Suscipit	Palangkaraya	Central
S056892	Retail Cum	Jayapura	East
S056893	Retail Laudantium	Manado	North
S056894	Retail Laborum	Bandar Lampung	South
S056895	Retail Eaque	Palu	South
S056896	Retail Ipsa	Bandar Lampung	East
S056897	Retail Voluptatum	Gorontalo	East
S056898	Retail Ipsa	Palopo	East
S056899	Retail Sit	Yogyakarta	Central
S056900	Retail Asperiores	Padangpanjang	Central
S056901	Retail A	Meulaboh	Central
S056902	Retail Tempora	Pariaman	North
S056903	Retail Sint	Kota Administrasi Jakarta Pusat	West
S056904	Retail Laboriosam	Pematangsiantar	West
S056905	Retail Quod	Sungai Penuh	North
S056906	Retail Repudiandae	Kupang	North
S056907	Retail Occaecati	Dumai	Central
S056908	Retail Nam	Bontang	South
S056909	Retail Assumenda	Sabang	South
S056910	Retail Incidunt	Padangpanjang	East
S056911	Retail Atque	Pariaman	West
S056912	Retail Consequuntur	Prabumulih	East
S056913	Retail Voluptatibus	Tidore Kepulauan	North
S056914	Retail Tempore	Tomohon	South
S056915	Retail At	Kotamobagu	South
S056916	Retail Voluptas	Sorong	East
S056917	Retail Enim	Singkawang	North
S056918	Retail Ea	Meulaboh	South
S056919	Retail Expedita	Tual	North
S056920	Retail Neque	Balikpapan	South
S056921	Retail Hic	Balikpapan	East
S056922	Retail Consequuntur	Kota Administrasi Jakarta Barat	East
S056923	Retail Nostrum	Ternate	Central
S056924	Retail Illum	Ternate	South
S056925	Retail Cumque	Payakumbuh	East
S056926	Retail Itaque	Tanjungpinang	East
S056927	Retail Quasi	Cimahi	Central
S056928	Retail Delectus	Kota Administrasi Jakarta Pusat	East
S056929	Retail Consequatur	Palangkaraya	North
S056930	Retail Deleniti	Ambon	East
S056931	Retail Sed	Parepare	West
S056932	Retail Quas	Bukittinggi	North
S056933	Retail Adipisci	Sawahlunto	South
S056934	Retail Est	Subulussalam	East
S056935	Retail Minus	Bandar Lampung	West
S056936	Retail Harum	Kota Administrasi Jakarta Utara	South
S056937	Retail Sit	Padangpanjang	North
S056938	Retail Ad	Sibolga	South
S056939	Retail Nihil	Mataram	East
S056940	Retail Doloribus	Kota Administrasi Jakarta Utara	West
S056941	Retail Reiciendis	Sibolga	East
S056942	Retail Officiis	Tual	Central
S056943	Retail Ex	Pekanbaru	North
S056944	Retail Nam	Kendari	Central
S056945	Retail Excepturi	Manado	Central
S056946	Retail Ut	Tanjungbalai	South
S056947	Retail Ea	Kendari	West
S056948	Retail Dolore	Tidore Kepulauan	North
S056949	Retail Voluptates	Kendari	North
S056950	Retail Qui	Mataram	East
S056951	Retail Impedit	Bima	West
S056952	Retail Quidem	Batu	West
S056953	Retail Explicabo	Sabang	North
S056954	Retail Fugit	Mataram	North
S056955	Retail Nihil	Banjar	South
S056956	Retail Asperiores	Sukabumi	East
S056957	Retail Repudiandae	Kendari	East
S056958	Retail Illum	Tebingtinggi	East
S056959	Retail Voluptatibus	Tasikmalaya	South
S056960	Retail Reprehenderit	Kota Administrasi Jakarta Timur	East
S056961	Retail Voluptatem	Dumai	South
S056962	Retail Nisi	Batam	West
S056963	Retail Minus	Palangkaraya	East
S056964	Retail Enim	Palu	West
S056965	Retail Quisquam	Kota Administrasi Jakarta Barat	North
S056966	Retail Aspernatur	Bandar Lampung	South
S056967	Retail Odio	Tegal	Central
S056968	Retail Natus	Palangkaraya	Central
S056969	Retail Id	Serang	Central
S056970	Retail Dolorum	Banjar	Central
S056971	Retail Sapiente	Sukabumi	South
S056972	Retail Consequuntur	Bengkulu	North
S056973	Retail Non	Ternate	South
S056974	Retail Nam	Batu	West
S056975	Retail Ullam	Ambon	South
S056976	Retail Reiciendis	Cimahi	North
S056977	Retail Eveniet	Probolinggo	West
S056978	Retail Mollitia	Batam	West
S056979	Retail Deleniti	Tebingtinggi	South
S056980	Retail Exercitationem	Dumai	North
S056981	Retail Itaque	Kota Administrasi Jakarta Pusat	West
S056982	Retail Reiciendis	Kota Administrasi Jakarta Selatan	South
S056983	Retail Amet	Batam	West
S056984	Retail Minus	Probolinggo	West
S056985	Retail Optio	Batu	West
S056986	Retail Quidem	Medan	East
S056987	Retail Doloremque	Kota Administrasi Jakarta Utara	East
S056988	Retail Quod	Manado	West
S056989	Retail Quisquam	Pangkalpinang	North
S056990	Retail Repellat	Pematangsiantar	West
S056991	Retail Ea	Tanjungbalai	North
S056992	Retail Incidunt	Batam	West
S056993	Retail Ipsa	Ternate	East
S056994	Retail Explicabo	Bontang	Central
S056995	Retail Sit	Pekanbaru	West
S056996	Retail Quod	Ambon	Central
S056997	Retail Animi	Palangkaraya	Central
S056998	Retail Doloribus	Makassar	South
S056999	Retail Necessitatibus	Sabang	North
S057000	Retail Quod	Palopo	East
S057001	Retail Corporis	Padang Sidempuan	West
S057002	Retail Autem	Tanjungbalai	East
S057003	Retail Similique	Bekasi	West
S057004	Retail Consequatur	Binjai	West
S057005	Retail Numquam	Binjai	East
S057006	Retail In	Surabaya	Central
S057007	Retail Non	Ternate	Central
S057008	Retail Sapiente	Kendari	South
S057009	Retail Qui	Malang	Central
S057010	Retail Quam	Bogor	Central
S057011	Retail Vero	Langsa	East
S057012	Retail Explicabo	Binjai	Central
S057013	Retail Optio	Tomohon	South
S057014	Retail Magnam	Sungai Penuh	Central
S057015	Retail Non	Tarakan	North
S057016	Retail Earum	Surakarta	Central
S057017	Retail Ipsa	Semarang	South
S057018	Retail Voluptatum	Tarakan	East
S057019	Retail Deserunt	Sabang	West
S057020	Retail Deleniti	Bau-Bau	Central
S057021	Retail Quod	Pasuruan	East
S057022	Retail Dicta	Singkawang	East
S057023	Retail Sit	Tidore Kepulauan	West
S057024	Retail Autem	Jambi	Central
S057025	Retail Natus	Kota Administrasi Jakarta Selatan	Central
S057026	Retail Voluptatibus	Depok	West
S057027	Retail Quia	Depok	West
S057028	Retail Provident	Sukabumi	East
S057029	Retail Neque	Medan	East
S057030	Retail Sint	Kota Administrasi Jakarta Barat	South
S057031	Retail Et	Parepare	East
S057032	Retail Laudantium	Magelang	East
S057033	Retail Consectetur	Probolinggo	East
S057034	Retail Itaque	Surakarta	East
S057035	Retail Repellat	Bekasi	West
S057036	Retail Illo	Palu	West
S057037	Retail Reiciendis	Makassar	West
S057038	Retail Vitae	Batu	East
S057039	Retail Nisi	Subulussalam	Central
S057040	Retail Animi	Palembang	South
S057041	Retail Quibusdam	Lubuklinggau	Central
S057042	Retail Ex	Balikpapan	South
S057043	Retail Perferendis	Cimahi	East
S057044	Retail Consequatur	Magelang	West
S057045	Retail Ut	Lubuklinggau	North
S057046	Retail Nostrum	Solok	South
S057047	Retail Sapiente	Denpasar	North
S057048	Retail Quos	Bogor	North
S057049	Retail Possimus	Medan	South
S057050	Retail Cupiditate	Prabumulih	Central
S057051	Retail Provident	Lubuklinggau	East
S057052	Retail Doloremque	Parepare	Central
S057053	Retail Illum	Kota Administrasi Jakarta Utara	Central
S057054	Retail Ab	Metro	South
S057055	Retail Dignissimos	Kediri	North
S057056	Retail Provident	Semarang	South
S057057	Retail Temporibus	Pontianak	North
S057058	Retail Magni	Magelang	Central
S057059	Retail Optio	Bima	North
S057060	Retail Quam	Makassar	West
S057061	Retail Doloribus	Lhokseumawe	Central
S057062	Retail Excepturi	Tomohon	North
S057063	Retail Rerum	Kota Administrasi Jakarta Barat	West
S057064	Retail Tempore	Kota Administrasi Jakarta Selatan	Central
S057065	Retail Voluptas	Yogyakarta	West
S057066	Retail Sed	Semarang	South
S057067	Retail Dicta	Palopo	North
S057068	Retail Laborum	Pagaralam	East
S057069	Retail Odio	Kota Administrasi Jakarta Barat	East
S057070	Retail Porro	Jayapura	West
S057071	Retail Ratione	Surabaya	East
S057072	Retail Asperiores	Pematangsiantar	South
S057073	Retail Est	Palopo	Central
S057074	Retail Ut	Kota Administrasi Jakarta Barat	West
S057075	Retail Alias	Serang	South
S057076	Retail Necessitatibus	Sukabumi	West
S057077	Retail Vitae	Bau-Bau	East
S057078	Retail Esse	Langsa	West
S057079	Retail Occaecati	Kota Administrasi Jakarta Selatan	North
S057080	Retail Et	Lhokseumawe	South
S057081	Retail Atque	Makassar	South
S057082	Retail Possimus	Tangerang	West
S057083	Retail Non	Cirebon	East
S057084	Retail Possimus	Parepare	South
S057085	Retail Cumque	Kota Administrasi Jakarta Utara	Central
S057086	Retail Sequi	Kota Administrasi Jakarta Timur	West
S057087	Retail Tempore	Pontianak	East
S057088	Retail Reprehenderit	Kota Administrasi Jakarta Barat	North
S057089	Retail Iusto	Bau-Bau	North
S057090	Retail Perspiciatis	Probolinggo	North
S057091	Retail Assumenda	Tangerang Selatan	South
S057092	Retail Atque	Jayapura	North
S057093	Retail Explicabo	Bekasi	Central
S057094	Retail Illum	Pariaman	Central
S057095	Retail Quisquam	Tebingtinggi	North
S057096	Retail Omnis	Kendari	South
S057097	Retail Officia	Kendari	East
S057098	Retail Tempore	Bogor	West
S057099	Retail Laboriosam	Parepare	South
S057100	Retail Dignissimos	Pagaralam	West
S057101	Retail Labore	Sawahlunto	Central
S057102	Retail Itaque	Banjarbaru	South
S057103	Retail Nostrum	Magelang	South
S057104	Retail Laudantium	Sibolga	East
S057105	Retail Maxime	Sabang	North
S057106	Retail Itaque	Balikpapan	West
S057107	Retail Ab	Surabaya	North
S057108	Retail Dignissimos	Magelang	West
S057109	Retail Nam	Tomohon	South
S057110	Retail Accusamus	Pontianak	Central
S057111	Retail Hic	Cirebon	South
S057112	Retail Nulla	Bengkulu	South
S057113	Retail Laudantium	Depok	South
S057114	Retail Dicta	Kota Administrasi Jakarta Pusat	Central
S057115	Retail Voluptas	Batam	North
S057116	Retail Facere	Denpasar	South
S057117	Retail Quos	Makassar	West
S057118	Retail Soluta	Magelang	West
S057119	Retail Amet	Kota Administrasi Jakarta Timur	North
S057120	Retail Blanditiis	Makassar	West
S057121	Retail Ullam	Sungai Penuh	Central
S057122	Retail Quasi	Kupang	North
S057123	Retail Totam	Pekanbaru	West
S057124	Retail Porro	Kota Administrasi Jakarta Timur	Central
S057125	Retail Doloremque	Jayapura	South
S057126	Retail Veritatis	Ternate	North
S057127	Retail Reiciendis	Cirebon	South
S057128	Retail Aliquid	Batu	West
S057129	Retail Beatae	Kendari	Central
S057130	Retail Possimus	Palangkaraya	West
S057131	Retail Occaecati	Probolinggo	North
S057132	Retail Porro	Parepare	West
S057133	Retail Maiores	Subulussalam	East
S057134	Retail Laborum	Pasuruan	West
S057135	Retail Delectus	Kota Administrasi Jakarta Pusat	West
S057136	Retail Doloremque	Makassar	South
S057137	Retail Quidem	Langsa	South
S057138	Retail Assumenda	Surakarta	South
S057139	Retail Natus	Sukabumi	Central
S057140	Retail Consequatur	Pangkalpinang	North
S057141	Retail Illo	Bengkulu	East
S057142	Retail Molestiae	Meulaboh	North
S057143	Retail Ipsam	Palangkaraya	West
S057144	Retail Dicta	Serang	East
S057145	Retail Qui	Depok	West
S057146	Retail Mollitia	Kendari	East
S057147	Retail Quisquam	Madiun	West
S057148	Retail Iure	Metro	Central
S057149	Retail Unde	Tarakan	South
S057150	Retail Nihil	Pekalongan	West
S057151	Retail Cum	Batam	Central
S057152	Retail Eveniet	Mataram	West
S057153	Retail Exercitationem	Probolinggo	Central
S057154	Retail A	Madiun	North
S057155	Retail Voluptatibus	Padang Sidempuan	North
S057156	Retail Quis	Palu	North
S057157	Retail Et	Lubuklinggau	North
S057158	Retail Voluptas	Kota Administrasi Jakarta Timur	North
S057159	Retail Nobis	Batu	West
S057160	Retail Expedita	Tidore Kepulauan	South
S057161	Retail Ad	Kupang	West
S057162	Retail Id	Salatiga	West
S057163	Retail Commodi	Probolinggo	East
S057164	Retail Optio	Batu	West
S057165	Retail Commodi	Mataram	South
S057166	Retail Alias	Pontianak	South
S057167	Retail Odit	Cirebon	West
S057168	Retail Suscipit	Tanjungpinang	South
S057169	Retail Occaecati	Langsa	North
S057170	Retail Inventore	Mataram	East
S057171	Retail Autem	Sungai Penuh	East
S057172	Retail Facilis	Serang	South
S057173	Retail Sapiente	Surakarta	Central
S057174	Retail Soluta	Palembang	West
S057175	Retail Iste	Lhokseumawe	South
S057176	Retail Omnis	Pematangsiantar	East
S057177	Retail Earum	Pematangsiantar	South
S057178	Retail Dignissimos	Tarakan	South
S057179	Retail Beatae	Banjar	East
S057180	Retail Doloremque	Pariaman	West
S057181	Retail Quaerat	Ternate	West
S057182	Retail Ad	Batu	South
S057183	Retail Quibusdam	Pagaralam	East
S057184	Retail Corporis	Pekanbaru	North
S057185	Retail Sit	Cirebon	North
S057186	Retail Exercitationem	Kota Administrasi Jakarta Utara	East
S057187	Retail Sunt	Ambon	South
S057188	Retail Tempora	Kota Administrasi Jakarta Barat	South
S057189	Retail Excepturi	Langsa	Central
S057190	Retail Similique	Pagaralam	South
S057191	Retail Pariatur	Palopo	West
S057192	Retail Amet	Tual	Central
S057193	Retail Atque	Denpasar	West
S057194	Retail Aliquam	Sabang	Central
S057195	Retail Accusantium	Tasikmalaya	Central
S057196	Retail Minus	Tebingtinggi	East
S057197	Retail Odit	Palangkaraya	North
S057198	Retail Odio	Cilegon	East
S057199	Retail Adipisci	Surabaya	North
S057200	Retail Nesciunt	Batam	North
S057201	Retail Quasi	Bogor	Central
S057202	Retail Mollitia	Pontianak	West
S057203	Retail Sunt	Blitar	West
S057204	Retail Cum	Bogor	West
S057205	Retail Et	Palu	East
S057206	Retail Iusto	Tomohon	South
S057207	Retail Perspiciatis	Sungai Penuh	South
S057208	Retail Doloribus	Salatiga	North
S057209	Retail Necessitatibus	Sawahlunto	South
S057210	Retail Mollitia	Bekasi	South
S057211	Retail Nihil	Singkawang	Central
S057212	Retail Enim	Sibolga	Central
S057213	Retail Accusantium	Payakumbuh	South
S057214	Retail Cum	Bandar Lampung	South
S057215	Retail Ab	Tebingtinggi	South
S057216	Retail Aut	Bontang	South
S057217	Retail Libero	Banjarmasin	West
S057218	Retail Quae	Kota Administrasi Jakarta Selatan	South
S057219	Retail Architecto	Palembang	North
S057220	Retail Occaecati	Subulussalam	Central
S057221	Retail Voluptate	Pontianak	West
S057222	Retail Rerum	Tasikmalaya	South
S057223	Retail Reprehenderit	Banjar	South
S057224	Retail Sint	Semarang	North
S057225	Retail Consequatur	Tasikmalaya	Central
S057226	Retail Alias	Palopo	Central
S057227	Retail Nam	Jambi	East
S057228	Retail Veritatis	Kotamobagu	West
S057229	Retail Eius	Salatiga	North
S057230	Retail Animi	Purwokerto	Central
S057231	Retail Iste	Cilegon	Central
S057232	Retail Vero	Batu	East
S057233	Retail Sapiente	Bitung	North
S057234	Retail Quo	Denpasar	North
S057235	Retail Inventore	Tanjungbalai	West
S057236	Retail Quos	Mataram	South
S057237	Retail Quaerat	Bengkulu	North
S057238	Retail Quisquam	Pangkalpinang	West
S057239	Retail Est	Kota Administrasi Jakarta Selatan	West
S057240	Retail Consequuntur	Bau-Bau	North
S057241	Retail Voluptatum	Mojokerto	South
S057242	Retail Quis	Palangkaraya	South
S057243	Retail Laboriosam	Makassar	Central
S057244	Retail Laboriosam	Tual	North
S057245	Retail Consectetur	Pariaman	West
S057246	Retail Maxime	Kotamobagu	West
S057247	Retail Voluptates	Tanjungpinang	Central
S057248	Retail Illo	Mataram	North
S057249	Retail Ipsam	Pontianak	Central
S057250	Retail Voluptatibus	Tual	South
S057251	Retail Sapiente	Tanjungpinang	South
S057252	Retail In	Kotamobagu	Central
S057253	Retail Quod	Banjarbaru	Central
S057254	Retail Nostrum	Jayapura	South
S057255	Retail Commodi	Kota Administrasi Jakarta Pusat	East
S057256	Retail Accusamus	Batu	East
S057257	Retail Autem	Palopo	Central
S057258	Retail Porro	Banda Aceh	East
S057259	Retail Magni	Tebingtinggi	East
S057260	Retail Ipsum	Kota Administrasi Jakarta Selatan	South
S057261	Retail Alias	Sabang	North
S057262	Retail Natus	Gorontalo	South
S057263	Retail Aperiam	Bukittinggi	East
S057264	Retail Occaecati	Pasuruan	Central
S057265	Retail Delectus	Pangkalpinang	West
S057266	Retail In	Meulaboh	South
S057267	Retail Dignissimos	Gorontalo	Central
S057268	Retail Omnis	Cimahi	South
S057269	Retail Voluptatem	Surabaya	West
S057270	Retail Odit	Manado	West
S057271	Retail Consectetur	Bandar Lampung	North
S057272	Retail Illo	Bandar Lampung	South
S057273	Retail Quisquam	Kota Administrasi Jakarta Selatan	East
S057274	Retail Temporibus	Cilegon	North
S057275	Retail Ad	Bau-Bau	West
S057276	Retail Quasi	Kendari	North
S057277	Retail Ipsa	Kediri	East
S057278	Retail Cum	Sorong	North
S057279	Retail Beatae	Depok	West
S057280	Retail Velit	Bengkulu	Central
S057281	Retail Ipsam	Denpasar	North
S057282	Retail Sapiente	Langsa	East
S057283	Retail Commodi	Kota Administrasi Jakarta Barat	East
S057284	Retail Quam	Banjarbaru	East
S057285	Retail Aspernatur	Sawahlunto	South
S057286	Retail Adipisci	Sabang	North
S057287	Retail Repellat	Padang Sidempuan	Central
S057288	Retail Mollitia	Makassar	East
S057289	Retail Fuga	Banda Aceh	West
S057290	Retail Eligendi	Samarinda	East
S057291	Retail Repellat	Bogor	West
S057292	Retail Quaerat	Makassar	Central
S057293	Retail Alias	Kota Administrasi Jakarta Selatan	North
S057294	Retail Repellendus	Solok	East
S057295	Retail Aut	Cirebon	West
S057296	Retail Vero	Manado	Central
S057297	Retail Occaecati	Denpasar	North
S057298	Retail Odit	Tasikmalaya	Central
S057299	Retail Quisquam	Magelang	Central
S057300	Retail Amet	Kendari	South
S057301	Retail Accusantium	Sorong	South
S057302	Retail Ipsam	Dumai	North
S057303	Retail Totam	Padang	Central
S057304	Retail Cupiditate	Kotamobagu	South
S057305	Retail Odio	Tasikmalaya	West
S057306	Retail Velit	Bitung	Central
S057307	Retail Temporibus	Depok	South
S057308	Retail Ipsum	Binjai	North
S057309	Retail Nihil	Sawahlunto	Central
S057310	Retail Saepe	Sungai Penuh	North
S057311	Retail Nihil	Subulussalam	North
S057312	Retail Consequatur	Samarinda	Central
S057313	Retail Facilis	Bengkulu	South
S057314	Retail Deserunt	Medan	West
S057315	Retail Reprehenderit	Jambi	Central
S057316	Retail Aliquid	Metro	Central
S057317	Retail Veritatis	Bandung	West
S057318	Retail Nam	Dumai	Central
S057319	Retail Sequi	Payakumbuh	West
S057320	Retail Vel	Singkawang	South
S057321	Retail Quia	Palembang	North
S057322	Retail Ratione	Parepare	South
S057323	Retail Atque	Kendari	South
S057324	Retail Numquam	Sorong	South
S057325	Retail Pariatur	Salatiga	North
S057326	Retail Quam	Yogyakarta	West
S057327	Retail Impedit	Batam	Central
S057328	Retail Ea	Bontang	West
S057329	Retail Ab	Bekasi	North
S057330	Retail Eos	Pematangsiantar	North
S057331	Retail Illo	Banjarbaru	West
S057332	Retail Esse	Kota Administrasi Jakarta Timur	East
S057333	Retail Deserunt	Payakumbuh	South
S057334	Retail Vero	Mojokerto	Central
S057335	Retail Magni	Metro	West
S057336	Retail A	Kupang	North
S057337	Retail Doloribus	Metro	South
S057338	Retail Nisi	Purwokerto	West
S057339	Retail Aspernatur	Prabumulih	North
S057340	Retail Quae	Metro	North
S057341	Retail Dolore	Pekalongan	North
S057342	Retail Delectus	Banjarmasin	North
S057343	Retail Magnam	Bau-Bau	North
S057344	Retail Facilis	Bukittinggi	North
S057345	Retail Consequatur	Tebingtinggi	West
S057346	Retail Architecto	Tangerang Selatan	Central
S057347	Retail Et	Bogor	Central
S057348	Retail Sunt	Tangerang Selatan	East
S057349	Retail Quibusdam	Kendari	North
S057350	Retail Eligendi	Kendari	South
S057351	Retail Consectetur	Tual	Central
S057352	Retail Fugiat	Banjar	East
S057353	Retail Nam	Magelang	North
S057354	Retail Ad	Prabumulih	East
S057355	Retail Debitis	Sungai Penuh	West
S057356	Retail Ab	Sawahlunto	South
S057357	Retail Temporibus	Payakumbuh	East
S057358	Retail Vitae	Banjarmasin	South
S057359	Retail Deleniti	Bitung	West
S057360	Retail Nobis	Ternate	Central
S057361	Retail Repellat	Banjarmasin	North
S057362	Retail Dolores	Depok	West
S057363	Retail Eum	Cirebon	South
S057364	Retail Porro	Sorong	South
S057365	Retail Quaerat	Tangerang	South
S057366	Retail Eius	Pekanbaru	Central
S057367	Retail Et	Palu	South
S057368	Retail Esse	Parepare	South
S057369	Retail Reiciendis	Kota Administrasi Jakarta Selatan	East
S057370	Retail Temporibus	Banda Aceh	East
S057371	Retail Ipsam	Palangkaraya	East
S057372	Retail Nihil	Blitar	Central
S057373	Retail Deleniti	Pangkalpinang	Central
S057374	Retail Doloribus	Depok	North
S057375	Retail Eum	Tomohon	South
S057376	Retail Illo	Padangpanjang	North
S057377	Retail Blanditiis	Pekalongan	Central
S057378	Retail Ea	Pangkalpinang	South
S057379	Retail Est	Serang	East
S057380	Retail Nobis	Purwokerto	West
S057381	Retail Suscipit	Kota Administrasi Jakarta Timur	East
S057382	Retail Libero	Tanjungbalai	East
S057383	Retail Alias	Serang	West
S057384	Retail Assumenda	Kota Administrasi Jakarta Selatan	East
S057385	Retail Consequatur	Sukabumi	West
S057386	Retail Provident	Banjar	Central
S057387	Retail Earum	Cimahi	South
S057388	Retail Animi	Pagaralam	Central
S057389	Retail Itaque	Bandar Lampung	North
S057390	Retail Deleniti	Payakumbuh	Central
S057391	Retail Neque	Tebingtinggi	Central
S057392	Retail Molestiae	Palangkaraya	North
S057393	Retail Autem	Manado	Central
S057394	Retail Adipisci	Denpasar	Central
S057395	Retail Voluptates	Solok	Central
S057396	Retail Sapiente	Balikpapan	Central
S057397	Retail Enim	Surabaya	South
S057398	Retail Temporibus	Prabumulih	South
S057399	Retail Illo	Sabang	Central
S057400	Retail Inventore	Bandar Lampung	Central
S057401	Retail Exercitationem	Pontianak	West
S057402	Retail Nulla	Sawahlunto	East
S057403	Retail Vel	Dumai	Central
S057404	Retail Officiis	Padangpanjang	East
S057405	Retail Praesentium	Sungai Penuh	East
S057406	Retail In	Bontang	North
S057407	Retail Facere	Bengkulu	North
S057408	Retail Maxime	Balikpapan	West
S057409	Retail Nemo	Kota Administrasi Jakarta Selatan	East
S057410	Retail Aliquid	Tangerang Selatan	West
S057411	Retail Excepturi	Banjarbaru	South
S057412	Retail Non	Pagaralam	North
S057413	Retail Perspiciatis	Kota Administrasi Jakarta Selatan	South
S057414	Retail Laborum	Pasuruan	Central
S057415	Retail Distinctio	Semarang	North
S057416	Retail Atque	Palangkaraya	South
S057417	Retail Harum	Yogyakarta	South
S057418	Retail Est	Surakarta	Central
S057419	Retail Ratione	Purwokerto	West
S057420	Retail Quibusdam	Pasuruan	East
S057421	Retail Distinctio	Padang Sidempuan	East
S057422	Retail Optio	Prabumulih	West
S057423	Retail Sequi	Banjar	North
S057424	Retail Ipsa	Banjarmasin	North
S057425	Retail Quia	Pematangsiantar	Central
S057426	Retail Provident	Cilegon	East
S057427	Retail Rerum	Singkawang	Central
S057428	Retail Quia	Madiun	Central
S057429	Retail Amet	Pekalongan	Central
S057430	Retail Libero	Banjarbaru	East
S057431	Retail Alias	Padang	Central
S057432	Retail Facere	Subulussalam	North
S057433	Retail Eligendi	Palopo	South
S057434	Retail Consequatur	Parepare	East
S057435	Retail Sapiente	Gorontalo	West
S057436	Retail Inventore	Padang	South
S057437	Retail Cum	Dumai	West
S057438	Retail Quidem	Pontianak	South
S057439	Retail Minima	Bima	Central
S057440	Retail Harum	Padang Sidempuan	East
S057441	Retail Labore	Pasuruan	North
S057442	Retail Consectetur	Pangkalpinang	North
S057443	Retail Iste	Jambi	West
S057444	Retail Voluptatem	Tidore Kepulauan	West
S057445	Retail Sequi	Banjarmasin	East
S057446	Retail Nisi	Tarakan	Central
S057447	Retail Consectetur	Metro	Central
S057448	Retail Vitae	Ambon	West
S057449	Retail Maxime	Padangpanjang	Central
S057450	Retail Voluptatem	Cimahi	West
S057451	Retail Eos	Purwokerto	North
S057452	Retail Iusto	Salatiga	East
S057453	Retail Minima	Lubuklinggau	South
S057454	Retail Necessitatibus	Kediri	South
S057455	Retail Tenetur	Padangpanjang	East
S057456	Retail Velit	Mataram	North
S057457	Retail Doloremque	Tanjungbalai	North
S057458	Retail Veniam	Medan	West
